customer_id,signup_date,last_login_date,region,sector,plan_type,contract_type,acquisition_channel,monthly_fee_gbp,tenure_months,usage_minutes_30d,active_days_30d,support_tickets_90d,invoices_late_6m,satisfaction_score,renewal_month,account_notes,cancellation_reason,account_closed_date,retention_offer_after_churn,churned,signup_month,signup_quarter,days_since_last_login,tenure_band,usage_per_active_day,fee_per_usage_minute,ticket_rate_per_tenure,low_usage_high_tickets_flag,monthly_contract_low_satisfaction_flag,account_note_length,mentions_price_issue,mentions_support_issue,late_payment_rate,days_to_renewal,satisfaction_x_support_load
CUST-1455,2020-07-08,2024-12-24,London,Education,Standard,Monthly,Self-serve,100.4,53,108.9,3,2,0,7.1,2,Healthy adoption in team; users asked for reporting improvements.,,,,0,7,3,7,long_term,36.300000000000004,0.9219467401285583,0.03773584905660377,0,0,65,0,0,0.0,32,5.800000000000001
CUST-1456,2021-04-23,2024-12-04,London,Public Sector,Basic,Monthly,Self-serve,37.8,44,125.4,2,2,0,6.5,3,Manager requested renewal details and training resources.,support,2025-01-24,none,1,4,2,27,long_term,62.7,0.30143540669856456,0.045454545454545456,0,0,57,0,0,0.0,60,7.0
CUST-1457,2023-03-18,2024-12-13,South West,Healthcare,Standard,Monthly,Self-serve,93.69,21,171.6,5,3,3,6.0,12,Invoice query raised; finance contact requested clarification.,low_usage,2025-01-26,none,1,3,1,18,established,34.32,0.545979020979021,0.14285714285714285,0,0,62,1,0,0.14285714285714285,335,12.0
CUST-1458,2023-09-27,2024-12-26,North West,Healthcare,Basic,Annual,Renewal upgrade,61.54,15,244.2,17,2,1,8.6,2,Low usage noted in recent month; customer did not attend webinar.,,,,0,9,3,5,growing,14.36470588235294,0.25200655200655203,0.13333333333333333,0,0,65,0,0,0.06666666666666667,32,2.8000000000000007
CUST-1459,2022-07-17,2024-12-09,Midlands,Retail,Basic,Annual,Sales-led,54.66,29,119.4,7,2,0,8.6,10,Manager requested renewal details and training resources.,,,,0,7,3,22,established,17.057142857142857,0.45778894472361803,0.06896551724137931,0,0,57,0,0,0.0,274,2.8000000000000007
CUST-1460,2022-06-30,2024-12-31,Wales,Retail,Basic,Annual,Self-serve,55.82,30,237.5,7,1,0,8.5,8,,,,,0,6,2,0,established,33.92857142857143,0.23503157894736842,0.03333333333333333,0,0,0,0,0,0.0,213,1.5
CUST-1461,2022-06-15,2024-12-31,Scotland,Public Sector,Standard,Annual,Self-serve,77.75,30,169.5,7,3,1,8.7,11,Customer happy with product but needs integration advice.,,,,0,6,2,0,established,24.214285714285715,0.45870206489675514,0.1,0,0,57,0,0,0.03333333333333333,305,3.900000000000002
CUST-1462,2021-11-25,2024-12-31,London,Professional Services,Basic,Annual,Partner,71.04,37,88.5,3,2,1,8.9,9,Manager requested renewal details and training resources.,,,,0,11,4,0,long_term,29.5,0.8027118644067798,0.05405405405405406,0,0,57,0,0,0.02702702702702703,244,2.1999999999999993
CUST-1463,2021-09-09,2024-12-30,South West,Professional Services,Premium,Monthly,Sales-led,164.7,39,229.0,6,2,3,8.1,4,Manager requested renewal details and training resources.,,,,0,9,3,1,long_term,38.166666666666664,0.7192139737991265,0.05128205128205128,0,0,57,0,0,0.07692307692307693,91,3.8000000000000007
CUST-1464,2022-06-25,2024-12-21,South East,Professional Services,Basic,Annual,Sales-led,67.34,30,125.6,2,4,0,6.2,7,Multiple support contacts; wants faster response time.,support,2025-01-05,none,1,6,2,10,established,62.8,0.5361464968152867,0.13333333333333333,0,0,54,0,1,0.0,182,15.2
CUST-1465,2023-02-19,2024-12-19,Scotland,Professional Services,Standard,Annual,Self-serve,111.26,22,242.3,14,1,0,9.0,2,Customer mentioned price sensitivity and asked about lower plan options.,,,,0,2,1,12,established,17.307142857142857,0.4591828312009905,0.045454545454545456,0,0,72,1,0,0.0,32,1.0
CUST-1466,2021-08-27,2024-12-31,Wales,Public Sector,Standard,Monthly,Partner,105.93,40,234.7,8,4,1,7.8,1,Healthy adoption in team; users asked for reporting improvements.,,,,0,8,3,0,long_term,29.3375,0.4513421389007244,0.1,0,0,65,0,0,0.025,1,8.8
CUST-1467,2022-04-06,2024-12-22,Wales,Healthcare,Standard,Annual,Partner,88.74,32,86.9,0,5,0,5.4,9,Multiple support contacts; wants faster response time.,support,2025-02-26,success_call,1,4,2,9,established,,1.0211737629459148,0.15625,1,0,54,0,1,0.0,244,23.0
CUST-1468,2021-11-17,2024-12-24,South West,Technology,Basic,Monthly,Self-serve,50.82,37,115.2,4,1,1,5.0,9,Multiple support contacts; wants faster response time.,support,2025-01-16,none,1,11,4,7,long_term,28.8,0.44114583333333335,0.02702702702702703,0,1,54,0,1,0.02702702702702703,244,5.0
CUST-1469,2021-02-20,2024-12-27,London,Professional Services,Premium,Monthly,Partner,173.35,46,229.1,10,4,0,4.4,7,Support issue around onboarding and admin setup.,competitor,2025-01-28,none,1,2,1,4,long_term,22.91,0.7566564818856395,0.08695652173913043,0,1,48,0,1,0.0,182,22.4
CUST-1470,2021-02-27,2024-12-28,North West,Manufacturing,Premium,Monthly,Self-serve,179.35,46,327.6,5,4,1,7.6,10,Multiple support contacts; wants faster response time.,price,2025-02-23,none,1,2,1,3,long_term,65.52000000000001,0.5474664224664224,0.08695652173913043,0,0,54,0,1,0.021739130434782608,274,9.600000000000001
CUST-1471,2020-04-25,2024-12-27,North West,Healthcare,Basic,Monthly,Sales-led,46.0,56,200.8,8,2,2,7.6,4,Healthy adoption in team; users asked for reporting improvements.,,,,0,4,2,4,long_term,25.1,0.2290836653386454,0.03571428571428571,0,0,65,0,0,0.03571428571428571,91,4.800000000000001
CUST-1472,2021-10-04,2024-12-16,North West,Healthcare,Basic,Monthly,Sales-led,24.54,38,91.3,7,2,0,5.6,5,Customer mentioned price sensitivity and asked about lower plan options.,competitor,2025-01-29,success_call,1,10,4,15,long_term,13.042857142857143,0.2687842278203724,0.05263157894736842,0,1,72,1,0,0.0,121,8.8
CUST-1473,2022-11-06,2024-12-30,London,Technology,Enterprise,Annual,Sales-led,362.46,25,275.1,13,0,0,10.0,7,Support issue around onboarding and admin setup.,,,,0,11,4,1,established,21.161538461538463,1.3175572519083967,0.0,0,0,48,0,1,0.0,182,0.0
CUST-1474,2022-09-27,2024-12-21,London,Technology,Standard,Annual,Sales-led,98.03,27,278.9,20,6,0,,2,Low usage noted in recent month; customer did not attend webinar.,price,2025-03-10,success_call,1,9,3,10,established,13.944999999999999,0.35148798852635355,0.2222222222222222,0,0,65,0,0,0.0,32,30.0
CUST-1475,2023-12-10,2024-12-31,South East,Technology,Basic,Annual,Self-serve,43.18,12,147.4,11,0,0,10.0,11,Customer mentioned price sensitivity and asked about lower plan options.,support,2025-02-01,success_call,1,12,4,0,growing,13.4,0.292944369063772,0.0,0,0,72,1,0,0.0,305,0.0
CUST-1476,2020-02-28,2024-12-15,South East,Retail,Basic,Monthly,Self-serve,42.28,58,96.2,10,2,0,7.9,3,Healthy adoption in team; users asked for reporting improvements.,,,,0,2,1,16,long_term,9.620000000000001,0.4395010395010395,0.034482758620689655,0,0,65,0,0,0.0,60,4.199999999999999
CUST-1477,2023-01-15,2024-12-29,North West,Retail,Standard,Monthly,Self-serve,103.3,23,187.3,19,2,1,5.8,5,Invoice query raised; finance contact requested clarification.,,,,0,1,1,2,established,9.857894736842105,0.5515216230646022,0.08695652173913043,0,1,62,1,0,0.043478260869565216,121,8.4
CUST-1478,2023-03-06,2024-12-29,Scotland,Manufacturing,Premium,Monthly,Self-serve,168.27,21,264.0,14,2,1,8.4,3,Low usage noted in recent month; customer did not attend webinar.,business_closed,2025-02-19,none,1,3,1,2,established,18.857142857142858,0.6373863636363637,0.09523809523809523,0,0,65,0,0,0.047619047619047616,60,3.1999999999999993
CUST-1479,2021-09-29,2024-12-31,Wales,Retail,Standard,Annual,Partner,71.94,39,133.5,6,2,0,8.5,3,Low usage noted in recent month; customer did not attend webinar.,,,,0,9,3,0,long_term,22.25,0.538876404494382,0.05128205128205128,0,0,65,0,0,0.0,60,3.0
CUST-1480,2021-02-17,2024-12-25,North West,Public Sector,Enterprise,Monthly,Self-serve,353.89,46,342.7,18,2,0,7.5,5,Multiple support contacts; wants faster response time.,,,,0,2,1,6,long_term,19.038888888888888,1.032652465713452,0.043478260869565216,0,0,54,0,1,0.0,121,5.0
CUST-1481,2021-06-05,2024-12-19,North West,Education,Standard,Annual,Sales-led,105.23,42,237.5,7,0,1,5.9,11,Healthy adoption in team; users asked for reporting improvements.,,,,0,6,2,12,long_term,33.92857142857143,0.44307368421052634,0.0,0,0,65,0,0,0.023809523809523808,305,0.0
CUST-1482,2022-09-23,2024-12-26,London,Education,Standard,Annual,Self-serve,96.6,27,299.2,12,7,0,7.1,1,Multiple support contacts; wants faster response time.,,,,0,9,3,5,established,24.933333333333334,0.32286096256684493,0.25925925925925924,0,0,54,0,1,0.0,1,20.300000000000004
CUST-1483,2023-06-12,2024-12-31,Scotland,Public Sector,Standard,Annual,Self-serve,85.23,18,214.4,6,3,1,5.8,1,Support issue around onboarding and admin setup.,,,,0,6,2,0,growing,35.733333333333334,0.3975279850746269,0.16666666666666666,0,0,48,0,1,0.05555555555555555,1,12.600000000000001
CUST-1484,2022-07-27,2024-12-14,South East,Manufacturing,Standard,Annual,Self-serve,100.07,29,485.6,21,2,0,10.0,10,Multiple support contacts; wants faster response time.,,,,0,7,3,17,established,23.123809523809523,0.20607495881383853,0.06896551724137931,0,0,54,0,1,0.0,274,0.0
CUST-1485,2022-01-20,2024-12-25,London,Professional Services,Basic,Monthly,Sales-led,31.43,35,170.5,4,2,1,6.7,6,,business_closed,2025-02-11,success_call,1,1,1,6,established,42.625,0.18434017595307917,0.05714285714285714,0,0,0,0,0,0.02857142857142857,152,6.6
CUST-1486,2022-08-10,2024-12-31,North West,Professional Services,Basic,Annual,Sales-led,36.67,28,237.0,7,1,0,10.0,7,Healthy adoption in team; users asked for reporting improvements.,,,,0,8,3,0,established,33.857142857142854,0.15472573839662448,0.03571428571428571,0,0,65,0,0,0.0,182,0.0
CUST-1487,2020-04-13,2024-12-25,North West,Manufacturing,Standard,Annual,Partner,89.99,56,293.3,13,2,1,4.6,5,Healthy adoption in team; users asked for reporting improvements.,,,,0,4,2,6,long_term,22.56153846153846,0.30681895669962495,0.03571428571428571,0,0,65,0,0,0.017857142857142856,121,10.8
CUST-1488,2022-06-06,2024-12-31,South East,Education,Premium,Annual,Self-serve,189.13,30,232.8,9,1,0,8.4,4,Low usage noted in recent month; customer did not attend webinar.,,,,0,6,2,0,established,25.866666666666667,0.8124140893470789,0.03333333333333333,0,0,65,0,0,0.0,91,1.5999999999999996
CUST-1489,2020-03-02,2024-11-29,Scotland,Retail,Basic,Annual,Sales-led,44.65,57,188.7,0,0,0,10.0,4,,,,,0,3,1,32,long_term,,0.23661897191308956,0.0,0,0,0,0,0,0.0,91,0.0
CUST-1490,2023-11-01,2024-12-22,Scotland,Healthcare,Standard,Annual,Self-serve,93.63,13,161.3,1,5,0,5.6,5,Healthy adoption in team; users asked for reporting improvements.,price,2025-03-27,none,1,11,4,9,growing,161.3,0.5804711717296962,0.38461538461538464,0,0,65,0,0,0.0,121,22.0
CUST-1491,2023-07-22,2024-12-31,Midlands,Public Sector,Standard,Annual,Renewal upgrade,122.46,17,468.3,14,3,0,8.4,4,Support issue around onboarding and admin setup.,,,,0,7,3,0,growing,33.45,0.2614990390775144,0.17647058823529413,0,0,48,0,1,0.0,91,4.799999999999999
CUST-1492,2022-01-12,2024-12-14,Wales,Public Sector,Standard,Monthly,Sales-led,103.23,35,239.9,6,4,1,6.5,1,Multiple support contacts; wants faster response time.,low_usage,2025-01-09,none,1,1,1,17,established,39.983333333333334,0.4303042934556065,0.11428571428571428,0,0,54,0,1,0.02857142857142857,1,14.0
CUST-1493,2021-06-30,2024-12-29,Wales,Education,Premium,Annual,Renewal upgrade,183.07,42,165.3,8,2,1,6.3,10,Invoice query raised; finance contact requested clarification.,,,,0,6,2,2,long_term,20.6625,1.1075015124016938,0.047619047619047616,0,0,62,1,0,0.023809523809523808,274,7.4
CUST-1494,2022-12-05,2024-12-26,South East,Healthcare,Premium,Annual,Sales-led,174.56,24,478.7,20,0,0,9.8,1,Healthy adoption in team; users asked for reporting improvements.,,,,0,12,4,5,established,23.935,0.3646542719866305,0.0,0,0,65,0,0,0.0,1,0.0
CUST-1495,2022-07-19,2024-12-28,Midlands,Retail,Premium,Monthly,Self-serve,171.84,29,206.3,13,2,0,,5,Customer happy with product but needs integration advice.,price,2025-03-24,none,1,7,3,3,established,15.86923076923077,0.8329617062530296,0.06896551724137931,0,0,57,0,0,0.0,121,10.0
CUST-1496,2022-10-26,2024-12-31,Scotland,Education,Basic,Annual,Self-serve,22.76,26,253.4,13,2,1,7.5,9,Healthy adoption in team; users asked for reporting improvements.,,,,0,10,4,0,established,19.492307692307694,0.08981846882399369,0.07692307692307693,0,0,65,0,0,0.038461538461538464,244,5.0
CUST-1497,2022-01-22,2024-12-31,North West,Retail,Standard,Monthly,Sales-led,110.62,35,73.8,7,3,1,7.5,8,Manager requested renewal details and training resources.,,,,0,1,1,0,established,10.542857142857143,1.4989159891598918,0.08571428571428572,1,0,57,0,0,0.02857142857142857,213,7.5
CUST-1498,2020-12-10,2024-12-21,Wales,Education,Standard,Annual,Renewal upgrade,104.38,48,379.3,18,3,0,7.9,1,Customer mentioned price sensitivity and asked about lower plan options.,,,,0,12,4,10,long_term,21.072222222222223,0.2751911415765884,0.0625,0,0,72,1,0,0.0,1,6.299999999999999
CUST-1499,2020-04-16,2024-12-29,South East,Manufacturing,Basic,Monthly,Self-serve,46.85,56,176.3,8,2,2,5.5,11,Customer happy with product but needs integration advice.,,,,0,4,2,2,long_term,22.0375,0.2657402155416903,0.03571428571428571,0,1,57,0,0,0.03571428571428571,305,9.0
CUST-1500,2021-02-17,2024-12-28,North West,Professional Services,Basic,Monthly,Renewal upgrade,47.35,46,89.1,8,1,1,8.8,7,Healthy adoption in team; users asked for reporting improvements.,,,,0,2,1,3,long_term,11.1375,0.5314253647586982,0.021739130434782608,0,0,65,0,0,0.021739130434782608,182,1.1999999999999993
CUST-1501,2022-02-11,2024-12-19,Midlands,Professional Services,Basic,Annual,Sales-led,57.83,34,202.4,12,3,0,8.7,8,Healthy adoption in team; users asked for reporting improvements.,,,,0,2,1,12,established,16.866666666666667,0.2857213438735178,0.08823529411764706,0,0,65,0,0,0.0,213,3.900000000000002
CUST-1502,2021-09-11,2024-12-28,Northern Ireland,Retail,Standard,Monthly,Renewal upgrade,80.34,39,384.6,17,2,0,7.0,10,Healthy adoption in team; users asked for reporting improvements.,,,,0,9,3,3,long_term,22.623529411764707,0.20889235569422776,0.05128205128205128,0,0,65,0,0,0.0,274,6.0
CUST-1503,2022-01-09,2024-12-23,South West,Technology,Standard,Monthly,Renewal upgrade,91.92,35,141.5,11,3,0,5.4,5,Healthy adoption in team; users asked for reporting improvements.,,,,0,1,1,8,established,12.863636363636363,0.6496113074204947,0.08571428571428572,0,1,65,0,0,0.0,121,13.799999999999999
CUST-1504,2021-02-09,2024-12-08,North West,Manufacturing,Basic,Monthly,Self-serve,35.36,46,105.4,0,0,0,6.5,2,Customer mentioned price sensitivity and asked about lower plan options.,,,,0,2,1,23,long_term,,0.3354838709677419,0.0,0,0,72,1,0,0.0,32,0.0
CUST-1505,2023-10-01,2024-12-21,Scotland,Professional Services,Premium,Monthly,Sales-led,200.26,15,199.5,7,3,0,8.4,11,Low usage noted in recent month; customer did not attend webinar.,,,,0,10,4,10,growing,28.5,1.0038095238095237,0.2,0,0,65,0,0,0.0,305,4.799999999999999
CUST-1506,2021-06-19,2024-12-30,Midlands,Technology,Enterprise,Annual,Partner,359.51,42,309.9,11,2,0,8.7,5,Invoice query raised; finance contact requested clarification.,,,,0,6,2,1,long_term,28.172727272727272,1.1600838980316233,0.047619047619047616,0,0,62,1,0,0.0,121,2.6000000000000014
CUST-1507,2023-05-20,2024-12-29,South East,Healthcare,Basic,Annual,Self-serve,22.57,19,261.5,15,1,0,9.5,12,Support issue around onboarding and admin setup.,,,,0,5,2,2,established,17.433333333333334,0.08630975143403442,0.05263157894736842,0,0,48,0,1,0.0,335,0.5
CUST-1508,2021-07-24,2024-12-23,Northern Ireland,Education,Enterprise,Monthly,Renewal upgrade,330.83,41,326.1,19,0,1,8.0,3,Invoice query raised; finance contact requested clarification.,,,,0,7,3,8,long_term,17.163157894736845,1.0145047531432074,0.0,0,0,62,1,0,0.024390243902439025,60,0.0
CUST-1509,2021-10-09,2024-12-30,North West,Technology,Basic,Annual,Self-serve,47.41,38,150.6,0,2,0,6.2,10,Low usage noted in recent month; customer did not attend webinar.,,,,0,10,4,1,long_term,,0.3148074369189907,0.05263157894736842,0,0,65,0,0,0.0,274,7.6
CUST-1510,2022-05-31,2024-12-20,London,Professional Services,Enterprise,Monthly,Sales-led,343.33,31,299.6,18,6,0,8.6,8,Support issue around onboarding and admin setup.,,,,0,5,2,11,established,16.644444444444446,1.145961281708945,0.1935483870967742,0,0,48,0,1,0.0,213,8.400000000000002
CUST-1511,2021-01-19,2024-11-15,London,Retail,Enterprise,Annual,Sales-led,333.11,47,649.1,21,5,0,8.0,1,Customer mentioned price sensitivity and asked about lower plan options.,,,,0,1,1,46,long_term,30.90952380952381,0.5131874903712833,0.10638297872340426,0,0,72,1,0,0.0,1,10.0
CUST-1512,2020-11-17,2024-12-28,Northern Ireland,Education,Basic,Monthly,Partner,72.34,49,196.6,3,2,0,8.1,3,Invoice query raised; finance contact requested clarification.,price,2025-03-30,success_call,1,11,4,3,long_term,65.53333333333333,0.36795523906408956,0.04081632653061224,0,0,62,1,0,0.0,60,3.8000000000000007
CUST-1513,2021-07-07,2024-12-26,London,Retail,Premium,Monthly,Renewal upgrade,182.75,41,210.4,7,2,1,5.2,12,Customer mentioned price sensitivity and asked about lower plan options.,price,2025-01-04,none,1,7,3,5,long_term,30.057142857142857,0.8685836501901141,0.04878048780487805,0,1,72,1,0,0.024390243902439025,335,9.6
CUST-1514,2023-03-20,2024-12-17,South East,Manufacturing,Enterprise,Monthly,Sales-led,354.7,21,230.5,8,5,0,6.3,9,Manager requested renewal details and training resources.,low_usage,2025-03-22,none,1,3,1,14,established,28.8125,1.5388286334056398,0.23809523809523808,0,0,57,0,0,0.0,244,18.5
CUST-1515,2020-07-30,2024-12-30,South East,Retail,Enterprise,Annual,Partner,340.7,53,336.8,7,6,1,8.5,3,Customer mentioned price sensitivity and asked about lower plan options.,,,,0,7,3,1,long_term,48.114285714285714,1.0115795724465557,0.11320754716981132,0,0,72,1,0,0.018867924528301886,60,9.0
CUST-1516,2021-09-30,2024-12-14,London,Professional Services,Enterprise,Monthly,Renewal upgrade,357.67,39,404.1,19,2,1,7.2,1,Invoice query raised; finance contact requested clarification.,,,,0,9,3,17,long_term,21.26842105263158,0.8851026973521405,0.05128205128205128,0,0,62,1,0,0.02564102564102564,1,5.6
CUST-1517,2022-09-08,2024-12-21,South East,Retail,Standard,Monthly,Sales-led,94.43,27,131.0,8,3,2,7.8,7,Multiple support contacts; wants faster response time.,,,,0,9,3,10,established,16.375,0.7208396946564886,0.1111111111111111,0,0,54,0,1,0.07407407407407407,182,6.6000000000000005
CUST-1518,2022-10-28,2024-12-29,Midlands,Healthcare,Basic,Annual,Sales-led,45.6,26,242.8,14,2,0,4.5,11,Support issue around onboarding and admin setup.,support,2025-03-17,discount,1,10,4,2,established,17.342857142857145,0.18780889621087316,0.07692307692307693,0,0,48,0,1,0.0,305,11.0
CUST-1519,2021-09-26,2024-12-24,London,Professional Services,Premium,Annual,Partner,186.33,39,241.1,8,3,0,6.9,5,,,,,0,9,3,7,long_term,30.1375,0.7728328494400665,0.07692307692307693,0,0,0,0,0,0.0,121,9.299999999999999
CUST-1520,2020-04-28,2024-12-25,Midlands,Professional Services,Standard,Monthly,Self-serve,79.45,56,194.8,8,0,0,8.0,12,Low usage noted in recent month; customer did not attend webinar.,,,,0,4,2,6,long_term,24.35,0.4078542094455852,0.0,0,0,65,0,0,0.0,335,0.0
CUST-1521,2020-01-24,2024-12-28,Northern Ireland,Technology,Standard,Annual,Sales-led,118.16,59,664.2,26,2,1,10.0,8,Low usage noted in recent month; customer did not attend webinar.,,,,0,1,1,3,long_term,25.54615384615385,0.1778982234266787,0.03389830508474576,0,0,65,0,0,0.01694915254237288,213,0.0
CUST-1522,2021-11-17,2024-11-11,South East,Retail,Standard,Annual,Partner,101.19,37,307.8,19,4,0,6.0,7,Manager requested renewal details and training resources.,,,,0,11,4,50,long_term,16.2,0.32875243664717346,0.10810810810810811,0,0,57,0,0,0.0,182,16.0
